VM1,VM2,VM3,VM4,VM5,VM6,VM7,VM8,VM9,VM10,VM11,VM12,VM13,VM14,VM15,VM16,VM17,VM18,VM19,VM20,VM21,VM22,VM23,VM24,VM25,VM26,VM27,VM28,VM29,VM30,VM31,VM32,VM33,VM34,VM35,VM36,VM37,VM38,VM39,VM40,VM41,VM42,VM43,VM44,VM45,VM46,VM47,VM48,VM49,VM50,VM51,VM52,VM53,VM54,VM55,VM56,VM57,VM58,VM59,VM60,VM61,VM62,VM63,VM64,VM65,VM66,VM67,VM68,VM69,VM70,VM71,VM72,VM73,VM74,VM75,VM76,VM77,VM78,VM79,VM80,VM81,VM82,VM83,VM84,VM85,VM86,VM87,VM88,VM89,VM90,VM91,VM92,VM93,VM94,VM95,VM96,VM97,VM98,VM99,VM100,VM101,VM102,VM103,VM104,VM105,VM106,VM107,VM108,VM109,VM110,VM111,VM112,VM113,VM114,VM115,VM116,VM117,VM118,VM119,VM120,VM121,VM122,VM123,VM124,VM125,VM126,VM127,VM128,VM129,VM130,VM131,VM132,VM133,VM134,VM135,VM136,VM137,VM138,VM139,VM140,VM141,VM142,VM143,VM144,VM145,VM146,VM147,VM148,VM149,VM150,VM151,VM152,VM153,VM154,VM155,VM156,VM157,VM158,VM159,VM160,VM161,VM162,VM163,VM164,VM165,VM166,VM167,VM168,VM169,VM170,VM171,VM172,VM173,VM174,VM175,VM176,VM177,VM178,VM179,VM180,VM181,VM182,VM183,VM184,VM185,VM186,VM187,VM188,VM189,VM190,VM191,VM192,VM193,VM194,VM195,VM196,VM197,VM198,VM199,VM200,VM201,VM202,VM203,VM204,VM205,VM206,VM207,VM208,VM209,VM210,VM211,VM212,VM213,VM214,VM215,VM216,VM217,VM218,VM219,VM220,VM221,VM222,VM223,VM224,VM225,VM226,VM227,VM228,VM229,VM230,VM231,VM232,VM233,VM234,VM235,VM236,VM237,VM238,VM239,VM240,VM241,VM242,VM243,VM244,VM245,VM246,VM247,VM248,VM249,VM250,VM251,VM252,VM253,VM254,VM255,VM256,VM257,VM258,VM259,VM260,VM261,VM262,VM263,VM264,VM265,VM266,VM267,VM268,VM269,VM270,VM271,VM272,VM273,VM274,VM275,VM276,VM277,VM278,VM279,VM280,VM281,VM282,VM283,VM284,VM285,VM286,VM287,VM288,VM289,VM290,VM291,VM292,VM293,VM294,VM295,VM296,VM297,VM298,VM299,VM300,VM301,VM302,VM303,VM304,VM305,VM306,VM307,VM308,VM309,VM310,VM311,VM312,VM313,VM314,VM315,VM316,VM317,VM318,VM319,VM320,VM321,VM322,VM323,VM324,VM325,VM326,VM327,VM328,VM329,VM330,VM331,VM332,VM333,VM334,VM335,VM336,VM337,VM338,VM339,VM340,VM341,VM342,VM343,VM344,VM345,VM346,VM347,VM348,VM349,VM350,VM351,VM352,VM353,VM354,VM355,VM356,VM357,VM358,VM359,VM360,VM361,VM362,VM363,VM364,VM365,VM366,VM367,VM368,VM369,VM370,VM371,VM372,VM373,VM374,VM375
80,21,77,9,65,65,69,20,9,62,75,40,82,38,81,26,67,6,24,74,17,66,6,90,89,25,73,49,50,43,8,83,49,63,35,88,6,23,42,40,88,80,27,52,78,47,74,90,79,26,47,54,30,77,5,38,56,69,76,66,41,67,37,32,33,83,90,63,31,89,39,61,71,81,54,73,39,21,20,68,10,57,7,50,39,9,82,89,69,32,73,70,78,55,46,40,56,32,59,87,50,68,18,15,41,18,78,28,23,45,13,85,54,49,51,78,72,74,26,6,31,78,36,53,75,82,21,78,63,57,59,86,21,59,58,31,25,69,5,81,61,24,42,84,50,8,90,8,76,79,30,63,50,90,13,87,28,13,75,14,51,49,6,55,56,32,10,7,57,56,40,68,7,49,56,29,56,41,12,74,49,78,29,85,32,81,75,90,88,87,40,52,13,52,86,6,83,54,77,32,54,9,27,45,30,29,77,18,46,24,57,81,56,11,39,36,88,69,76,73,38,71,13,70,21,73,68,89,64,5,64,60,29,40,15,8,33,38,33,71,13,16,88,46,16,74,66,82,69,66,65,52,54,8,59,56,58,22,53,32,16,55,17,31,61,62,33,53,87,69,22,17,45,9,35,39,75,75,51,51,34,72,56,24,79,68,77,65,16,10,39,32,57,87,72,89,61,47,40,55,47,74,54,63,10,23,47,65,12,87,30,9,15,77,72,38,19,80,68,71,65,82,63,59,33,28,5,49,15,63,48,40,52,36,31,18,6,28,47,80,25,44,74,44,41,35,33,89,7,67,66,24,28,68,20,52,83,83,58,5,35,25,11,34,64,14,22,58,62,26,6,54,31,36,71
51,42,33,62,87,35,50,66,59,72,18,64,60,45,71,64,52,34,15,35,23,41,63,23,37,49,48,68,75,69,19,41,29,50,12,50,83,8,78,52,34,6,25,46,16,18,75,46,83,84,81,11,43,10,67,58,72,24,12,55,47,15,30,17,7,36,42,80,80,38,48,90,48,74,49,43,55,44,38,52,24,46,38,71,26,29,74,85,80,6,86,74,87,80,62,89,41,49,58,84,49,87,18,87,49,48,32,44,21,11,56,80,8,46,62,84,58,62,87,28,10,26,47,59,49,57,85,85,61,63,46,14,39,73,48,33,90,10,60,19,32,13,79,55,90,31,19,56,77,68,31,26,65,33,12,63,87,50,15,69,29,24,70,53,33,63,67,10,31,24,44,74,71,83,35,18,20,88,69,5,58,87,25,37,53,16,71,23,90,34,87,53,46,41,29,70,6,67,33,11,77,66,81,33,33,48,39,68,87,41,55,44,77,90,40,29,28,76,82,46,10,31,67,61,23,85,57,85,76,61,73,53,5,12,37,81,56,51,52,45,90,54,42,27,47,26,55,58,44,59,28,83,70,52,56,23,56,13,82,11,89,71,43,27,8,69,62,20,58,43,89,7,11,27,16,23,65,30,75,69,36,82,72,32,66,38,56,46,36,19,84,67,56,68,73,25,68,90,12,13,67,76,50,25,50,64,66,39,21,39,77,42,19,56,11,41,43,74,22,40,69,48,18,18,39,42,10,48,56,89,65,45,56,25,57,45,48,78,76,44,88,21,81,14,21,15,39,44,75,74,20,50,39,18,72,69,50,8,20,37,64,11,6,24,61,18,12,72,27,24,6,90,72,81,29
68,77,80,46,31,16,30,83,64,69,55,40,18,33,6,15,66,38,76,79,79,77,52,18,9,42,6,31,71,72,46,23,13,88,46,72,35,15,51,49,60,7,70,60,29,58,18,46,23,80,83,85,34,18,31,39,21,59,59,82,57,87,46,19,58,11,84,86,5,54,13,84,31,55,10,23,78,67,61,8,62,39,86,48,66,36,60,63,66,26,27,59,74,30,82,67,34,66,82,22,57,28,26,74,78,31,41,12,35,5,11,86,27,46,33,62,39,59,69,29,73,88,18,9,64,72,20,71,27,69,75,70,33,57,20,72,8,27,23,57,25,28,85,49,72,31,82,86,48,59,34,80,32,14,16,87,15,48,31,26,11,27,22,10,61,63,64,6,58,24,84,33,74,39,72,72,11,71,85,81,74,43,25,71,56,36,84,44,80,27,21,46,51,72,7,16,52,31,14,86,64,88,58,48,37,42,87,75,64,59,68,88,88,38,83,57,66,78,79,39,82,88,76,17,66,13,89,23,62,43,55,14,87,18,86,64,67,52,80,46,60,47,32,53,50,8,63,53,55,64,73,41,38,85,50,66,83,69,46,88,90,41,31,8,65,32,27,22,27,16,46,13,72,30,39,66,33,43,45,17,50,40,49,84,38,77,20,21,68,30,18,5,55,78,21,42,30,64,80,13,17,17,72,17,51,8,37,14,58,21,70,36,13,33,81,69,22,56,8,34,28,22,21,18,75,64,21,59,71,14,7,78,57,29,71,68,61,87,6,34,24,73,37,81,16,86,61,62,58,42,78,41,74,88,22,88,75,24,65,46,21,39,79,72,85,76,41,65,15,85,38,12,34,88,72
60,15,17,69,56,8,89,44,53,20,90,38,55,58,29,34,10,27,9,71,24,17,11,57,22,16,44,84,28,35,37,82,23,27,39,62,17,57,20,40,55,32,30,81,89,48,53,88,8,53,9,80,6,17,8,78,22,49,15,27,8,60,37,49,90,61,16,12,33,24,79,62,36,21,5,16,5,47,86,59,50,90,41,57,49,48,62,80,41,67,80,44,65,55,48,90,81,70,20,41,90,28,50,43,87,28,74,64,10,14,83,13,17,88,49,8,36,21,76,5,75,41,9,48,64,51,8,69,57,11,41,46,33,9,47,46,30,9,40,25,17,76,23,65,43,30,58,30,27,15,24,47,18,38,36,26,89,12,50,74,65,29,54,8,68,58,24,85,53,44,49,19,6,30,88,78,32,17,20,64,53,36,88,25,71,52,16,11,54,81,24,74,33,49,5,90,60,7,65,30,16,83,45,31,83,56,27,45,40,29,50,12,80,70,13,50,39,42,29,57,75,27,26,23,46,18,29,20,59,37,41,78,88,70,22,9,41,45,87,31,71,84,88,73,5,80,27,47,29,64,20,16,18,7,11,12,66,66,58,53,50,36,27,35,66,71,57,10,31,19,87,14,19,16,25,8,25,6,19,8,61,61,88,78,74,37,51,16,41,83,52,77,82,18,26,74,46,74,38,31,29,47,14,70,79,90,80,90,55,25,70,87,81,60,19,27,60,80,29,81,52,87,55,38,8,31,49,49,51,11,55,29,16,46,71,21,39,19,40,50,76,57,37,62,26,22,24,5,46,58,72,17,47,62,70,66,5,82,51,57,76,52,41,70,47,10,52,59,38,19,49,13,12,69,38
61,26,73,80,75,35,8,26,84,73,87,17,43,67,65,39,21,76,38,27,59,49,66,70,13,73,73,47,33,72,14,29,53,66,22,41,62,75,78,5,8,46,46,47,58,32,79,25,12,49,50,62,14,47,8,5,32,57,67,55,52,50,27,83,43,85,32,16,17,5,19,63,58,60,34,80,45,28,89,23,35,26,38,10,56,28,53,59,58,79,8,33,43,81,79,5,65,8,36,35,44,62,86,90,35,24,83,5,73,44,59,48,29,55,63,7,26,57,58,6,77,54,41,60,45,77,40,14,54,36,81,8,31,74,62,11,44,20,35,54,82,38,85,72,74,18,34,66,75,35,5,10,55,51,55,79,17,53,44,56,90,22,16,8,12,25,58,18,75,61,5,61,86,56,35,9,80,37,83,35,73,41,12,68,71,21,49,28,58,35,44,62,88,88,32,12,41,84,72,57,45,38,11,63,24,56,32,83,84,39,32,45,63,67,36,68,66,89,57,11,29,57,48,42,44,25,11,14,29,87,82,51,45,41,70,71,25,22,25,66,72,74,75,11,64,20,48,74,53,80,17,48,8,78,82,21,34,82,83,47,16,25,65,55,6,43,20,21,67,6,89,72,11,54,50,29,21,57,46,55,66,65,51,24,28,66,58,11,89,55,40,59,61,46,12,36,12,64,63,37,63,73,68,89,33,85,47,58,46,48,47,30,7,86,72,67,42,57,20,28,59,6,49,40,6,36,49,21,21,69,25,85,69,39,40,51,22,85,48,85,64,13,81,21,19,54,87,42,42,55,75,48,25,73,58,68,61,17,56,10,67,89,21,19,67,20,7,90,50,31,23,12,40,56,64
51,83,76,6,90,63,61,34,55,35,12,47,22,40,88,79,19,10,62,65,62,60,71,30,61,64,19,43,77,31,89,7,38,13,24,82,31,6,31,82,38,77,32,66,26,42,7,72,36,24,86,46,75,88,16,12,82,53,66,59,13,15,79,61,33,46,47,69,53,41,65,37,59,40,71,86,88,51,58,75,51,62,13,38,40,69,62,81,24,81,59,27,12,89,58,68,82,12,47,78,73,34,7,16,62,86,82,41,43,31,63,63,8,77,24,49,67,29,65,67,77,42,29,63,88,51,18,46,28,41,29,27,30,53,29,17,57,34,67,40,46,35,41,77,10,86,70,16,35,60,81,27,90,26,83,30,48,34,71,89,5,8,56,33,56,31,24,67,45,21,37,66,26,74,35,78,20,30,22,61,9,78,54,11,39,54,67,9,74,49,44,83,78,53,67,53,31,44,66,39,60,44,12,61,39,33,15,23,88,21,77,90,37,71,79,21,71,18,35,36,13,73,19,21,11,20,72,48,13,30,8,32,8,69,60,34,50,44,50,56,22,16,44,90,55,51,64,40,25,78,32,23,68,48,50,87,13,52,40,56,25,26,44,36,56,16,76,49,9,27,86,80,88,18,8,66,60,11,65,24,43,69,88,75,28,57,9,41,89,72,47,79,71,82,43,65,34,66,25,86,69,82,27,28,76,6,89,21,20,82,15,78,18,13,15,90,28,22,39,89,88,5,47,44,12,77,24,55,27,11,58,72,69,40,23,65,10,38,66,14,82,61,24,90,45,69,68,35,65,81,67,65,36,10,20,30,31,20,59,12,17,27,19,65,34,10,5,82,30,13,63,32,38,72,18
19,25,23,55,46,78,19,63,36,78,37,67,46,25,41,24,76,18,32,66,46,89,33,69,41,46,47,76,78,6,25,43,89,39,64,13,22,8,28,50,58,31,38,32,42,31,69,17,34,79,79,40,29,78,32,6,53,43,54,51,8,80,73,42,55,33,45,8,62,60,78,23,84,47,27,54,72,88,34,61,67,82,80,47,85,15,90,23,8,23,67,25,63,82,53,15,48,27,54,67,15,6,31,24,86,54,88,44,46,59,42,55,63,9,56,44,75,43,9,33,6,73,89,5,39,19,18,65,25,21,32,58,36,48,12,37,26,74,62,83,90,21,27,49,81,60,32,40,64,50,89,70,77,89,78,32,34,9,78,32,34,6,18,31,20,52,53,43,37,19,24,81,12,13,10,84,44,10,68,48,65,21,75,72,79,40,40,47,64,72,69,82,20,90,51,25,24,89,7,7,51,87,59,50,39,51,16,38,64,70,8,85,83,12,63,68,43,87,33,30,28,70,8,32,46,76,22,80,72,45,26,26,41,10,71,48,30,6,42,6,5,25,40,39,71,8,79,63,17,89,49,74,90,82,54,50,87,48,23,11,49,16,43,36,73,65,6,30,19,57,14,72,40,74,65,50,5,17,49,40,75,83,5,74,56,51,44,29,35,80,84,26,53,33,46,44,58,85,80,64,18,58,13,7,28,90,71,85,34,67,33,25,37,70,13,5,34,15,56,35,50,51,28,46,5,84,90,61,89,23,59,86,62,46,66,39,39,33,49,54,72,9,31,75,25,67,33,62,81,13,21,48,20,15,43,60,87,83,58,68,26,79,79,43,83,21,71,10,45,77,25,25,62,69,20
27,61,49,7,77,64,79,65,43,63,62,86,44,75,70,84,42,46,79,81,23,64,45,43,34,84,9,77,88,51,66,12,63,42,63,34,90,47,36,83,71,65,84,5,32,33,65,61,32,64,75,17,51,13,12,64,30,88,5,34,77,85,62,58,41,72,79,67,17,36,86,72,51,51,33,69,56,85,71,26,83,89,31,67,17,74,13,35,47,18,27,88,88,74,89,26,17,55,26,87,64,35,56,17,27,38,48,47,42,24,59,57,69,36,87,29,89,60,43,41,66,72,83,44,70,28,45,17,29,14,54,90,88,66,88,73,17,37,21,48,47,66,28,13,39,58,75,87,90,39,19,25,25,67,69,30,49,34,33,52,42,42,59,55,53,41,58,57,28,21,27,73,73,52,41,44,21,11,44,13,16,89,46,63,48,12,5,54,82,15,85,78,40,7,9,31,66,59,87,17,21,56,22,58,67,45,5,63,52,29,28,28,42,43,19,86,36,30,29,69,89,73,44,44,50,6,12,11,58,15,20,70,61,50,72,51,57,46,41,70,76,57,31,14,52,69,60,69,28,17,36,80,13,71,19,63,46,11,59,39,58,14,25,72,22,8,29,39,52,21,10,70,63,11,78,66,74,41,11,75,22,38,21,56,52,9,12,19,23,62,10,64,25,15,67,43,62,75,52,62,87,74,17,21,57,90,77,8,44,8,8,14,16,80,85,29,33,25,55,54,41,70,70,18,35,11,71,32,17,82,85,24,40,11,70,52,73,80,37,82,44,33,53,55,6,74,82,9,7,62,15,5,65,31,37,45,17,23,41,42,73,37,85,75,74,59,34,60,28,76,63,51,25,32,69
15,20,72,72,28,23,89,26,71,25,61,80,33,55,27,86,42,36,5,41,57,42,58,23,63,11,36,56,76,90,43,47,89,82,29,47,20,52,89,90,75,57,15,13,28,10,76,47,40,23,32,55,78,58,81,34,82,60,46,81,26,81,62,73,69,46,29,7,60,67,32,53,63,71,28,49,76,14,15,81,20,15,6,89,15,58,8,72,53,17,74,75,20,22,52,64,57,16,71,77,29,84,18,71,45,27,33,86,49,48,82,6,42,32,46,88,84,80,90,30,56,5,28,84,84,82,44,82,22,33,6,85,30,37,36,34,75,64,42,80,68,62,86,70,70,33,84,58,87,22,62,29,71,77,55,62,62,6,34,48,58,85,41,45,61,40,34,37,69,56,74,7,6,55,87,57,70,79,22,19,10,24,58,60,28,65,68,10,89,60,5,67,20,10,63,80,6,54,5,27,7,41,72,41,38,30,86,85,57,59,79,57,18,21,26,87,82,49,72,84,54,18,27,39,78,76,67,24,50,33,28,17,55,68,82,19,80,38,12,86,87,39,32,34,25,43,22,20,22,37,74,37,5,66,37,84,21,82,26,71,29,12,80,17,24,15,78,8,52,28,31,76,78,76,79,42,72,25,86,10,77,73,34,87,79,13,9,40,61,54,27,18,9,81,85,50,55,87,6,16,29,74,50,73,55,42,65,27,20,45,12,90,67,90,89,6,55,50,56,74,50,23,57,60,16,77,87,54,89,20,11,63,15,34,77,34,58,48,37,46,32,63,20,23,5,69,15,82,31,20,62,16,29,11,83,73,73,17,52,76,77,6,52,41,23,82,86,75,52,52,86,21,20,64,15
31,30,60,31,54,57,82,62,45,58,29,27,25,50,13,42,13,26,26,18,47,69,46,13,20,30,34,48,20,20,57,20,22,65,58,51,53,41,57,40,15,27,14,8,88,15,18,31,90,51,25,21,59,48,15,66,54,80,23,86,50,87,49,29,18,63,12,35,81,74,23,64,64,78,35,85,41,42,10,36,50,17,50,39,56,77,85,31,16,56,21,32,5,85,58,53,39,13,53,90,53,83,56,49,24,65,49,40,27,69,64,49,23,41,79,52,73,90,64,39,44,58,28,73,42,7,6,73,35,56,87,30,89,14,23,74,47,85,68,16,18,31,76,59,89,17,82,10,65,67,18,87,45,29,51,89,67,32,59,69,35,86,84,74,7,33,12,12,9,57,30,48,29,12,72,38,78,71,33,48,41,70,36,72,73,76,11,49,7,31,11,80,13,73,19,75,64,52,49,45,68,65,73,86,84,38,18,18,72,31,76,80,16,40,51,48,9,48,15,35,74,88,30,46,80,43,7,47,24,80,63,49,36,81,27,44,29,39,87,45,17,78,46,36,45,7,5,10,18,41,88,42,79,78,67,67,6,40,49,30,64,48,85,8,69,29,18,78,29,21,22,21,10,17,73,89,16,59,74,73,29,50,35,79,11,32,25,69,18,30,65,16,51,10,72,71,77,18,89,88,52,37,10,5,66,69,76,48,82,74,29,63,64,19,63,8,45,66,62,15,40,61,32,79,24,31,24,35,79,26,25,47,12,78,56,89,37,72,7,55,35,34,90,18,85,73,63,20,49,38,48,67,80,73,31,22,89,38,7,33,30,54,18,39,37,81,50,38,9,59,78,73,60,40,11
41,43,34,12,72,26,19,40,89,79,8,45,75,76,73,70,70,15,86,29,61,53,53,83,81,27,33,52,16,55,71,85,77,17,54,89,25,79,74,7,67,49,75,59,9,68,78,79,60,58,68,9,48,39,19,65,68,46,42,48,57,78,11,57,54,17,28,14,58,52,21,70,51,36,18,42,88,22,73,63,71,11,23,6,8,54,89,48,56,64,42,52,22,57,13,70,90,79,85,31,24,10,51,43,42,11,49,13,53,40,47,90,19,22,37,61,87,41,40,40,31,50,54,35,51,74,74,38,44,38,87,55,49,41,83,32,58,17,10,79,54,86,59,31,28,33,10,78,20,55,21,64,79,84,46,48,8,42,33,41,50,25,68,40,76,42,14,46,87,27,45,18,12,33,74,44,56,53,23,31,52,10,11,70,14,71,34,78,33,52,39,78,69,18,16,72,51,12,55,14,32,8,25,68,17,23,84,24,15,48,84,33,30,65,81,86,58,77,21,27,69,25,76,82,21,35,44,23,36,29,70,26,12,7,64,39,6,10,27,39,66,6,74,39,16,82,29,34,86,61,28,12,23,51,38,22,82,80,86,41,38,85,62,25,72,42,43,54,53,72,37,79,46,20,89,20,33,38,30,27,65,17,67,72,75,85,56,41,67,35,77,68,57,55,61,81,81,31,37,52,52,41,10,11,20,81,49,59,45,47,59,65,35,57,43,90,55,64,19,72,52,67,28,72,88,6,7,22,56,69,33,58,61,78,34,83,10,62,52,82,7,39,23,74,84,27,61,77,64,75,18,34,56,60,76,78,70,25,46,13,35,66,77,71,27,85,45,11,7,83,62,69,9,75,42
81,26,69,17,45,23,55,46,43,81,36,15,14,74,34,22,27,8,39,7,47,67,34,19,12,35,60,36,5,46,30,10,78,47,88,29,31,23,18,22,33,82,19,39,86,82,48,66,52,55,58,15,15,16,33,56,48,26,23,15,84,51,72,14,82,9,62,82,36,26,23,76,45,77,65,65,25,54,73,25,28,18,53,77,89,5,83,52,79,21,25,69,88,48,54,22,63,47,49,46,19,13,61,51,15,18,87,65,65,5,37,82,87,14,33,17,69,34,48,36,80,65,55,29,82,62,81,89,18,18,52,5,85,68,34,18,29,50,72,33,74,70,88,90,47,31,55,90,79,23,28,15,25,41,47,54,59,48,80,37,85,77,25,7,16,15,29,17,23,63,50,71,5,82,40,42,60,81,39,77,14,31,85,20,81,66,10,65,89,77,13,13,28,28,55,54,5,78,85,68,48,40,66,33,75,69,8,87,36,81,39,25,82,52,49,32,82,41,15,82,60,20,41,84,68,48,16,20,12,13,39,6,42,41,85,46,9,68,84,63,58,67,36,62,64,83,31,27,71,56,70,54,31,63,71,28,80,89,15,53,40,41,45,67,38,47,29,90,57,5,31,39,29,7,70,63,63,16,66,56,41,47,65,42,12,10,57,43,19,18,41,45,55,44,89,46,43,65,70,17,18,83,75,30,74,62,26,40,33,55,63,67,11,90,89,60,11,70,56,43,86,80,59,6,73,53,52,12,65,72,52,35,34,65,8,18,41,40,47,34,50,60,31,9,28,78,6,70,50,31,85,61,56,42,87,17,65,66,40,71,36,71,79,72,12,64,89,72,75,23,30,87,71,53,73
17,55,9,82,90,6,55,40,85,89,44,28,79,12,51,79,46,55,74,43,87,88,71,60,27,56,66,58,36,25,29,40,55,13,39,76,8,26,42,57,65,54,44,83,65,39,29,19,88,53,16,41,90,19,86,28,64,13,38,35,26,46,60,42,46,61,36,9,62,28,75,19,40,43,18,21,76,20,10,55,45,21,84,45,15,51,73,47,25,6,67,57,14,73,60,68,76,39,57,12,44,79,22,29,55,30,23,22,19,68,57,13,83,45,12,29,28,5,65,30,81,11,48,12,80,5,12,50,57,39,51,36,57,48,43,57,64,76,85,77,80,16,35,87,17,26,63,14,41,11,73,17,14,44,68,89,33,11,88,59,30,36,89,16,46,39,40,23,78,12,6,57,90,29,52,87,69,86,89,66,47,88,61,52,77,44,88,25,31,20,55,22,64,76,48,86,63,50,13,11,64,19,21,64,81,41,90,35,7,85,51,78,84,8,38,14,24,42,74,72,32,75,39,24,85,59,70,33,36,31,48,75,56,61,69,51,90,30,10,53,88,83,45,84,11,18,64,12,29,11,54,60,13,73,18,18,63,53,9,55,82,38,83,11,87,38,28,58,19,7,12,21,89,25,47,63,24,45,20,58,70,40,26,44,52,81,68,54,75,34,58,50,9,13,73,18,48,12,16,12,44,50,70,49,73,45,84,49,47,42,52,64,72,52,72,23,73,46,28,26,70,64,68,19,79,48,11,18,84,5,62,70,46,9,21,37,80,69,10,31,53,25,87,78,11,68,37,38,18,55,77,60,59,86,64,22,6,56,27,42,39,25,56,54,49,6,38,33,67,60,65,72,81,11,87
76,73,45,13,49,60,9,60,19,20,75,76,39,12,62,68,65,46,21,7,83,15,77,64,62,90,6,31,72,70,50,41,67,50,52,48,65,47,82,51,58,69,12,88,17,87,39,50,69,35,20,46,34,16,24,61,15,28,68,51,51,51,57,32,34,40,63,90,78,83,90,33,35,73,25,83,31,66,36,74,36,57,20,76,33,73,48,81,32,13,36,54,5,50,29,79,67,40,16,43,28,7,72,71,84,50,10,67,22,18,86,74,19,73,73,23,68,55,57,69,46,81,6,31,25,49,8,12,60,7,68,68,78,72,17,55,50,70,58,85,76,7,46,6,31,13,62,9,32,31,19,39,74,25,66,29,26,70,80,79,76,17,83,23,16,51,58,22,62,17,44,76,6,37,33,25,65,39,13,32,39,53,50,34,28,57,75,38,87,57,69,36,14,77,47,79,24,57,87,84,40,49,31,43,59,39,9,48,45,68,55,64,33,76,22,32,55,86,89,88,70,26,5,43,14,80,25,5,22,59,70,51,87,65,39,86,35,6,42,39,15,42,15,34,80,36,58,87,30,43,53,47,50,10,50,89,73,25,10,81,18,77,62,43,19,42,28,15,68,54,6,80,15,37,31,72,20,33,28,82,26,66,35,23,37,71,86,81,15,49,13,17,31,56,19,54,71,9,77,78,88,21,37,40,38,13,33,53,18,10,80,66,44,45,19,6,8,18,78,48,56,46,15,22,47,64,52,55,57,22,77,25,28,68,39,56,46,71,46,33,13,30,25,20,90,83,57,66,69,80,34,71,37,33,72,88,48,47,87,54,85,32,67,63,14,23,30,10,38,80,83,25,6,37,89
82,32,80,8,62,34,57,32,54,69,56,69,74,77,10,75,30,31,30,64,33,43,77,43,26,49,31,58,66,26,89,33,34,43,33,52,79,36,21,67,27,12,46,85,43,9,72,60,36,49,71,57,18,83,55,39,46,40,69,32,80,30,87,31,52,7,32,75,36,55,65,19,15,68,56,86,52,44,77,19,52,22,88,23,48,54,36,73,54,74,79,53,60,90,77,28,62,26,87,85,12,85,70,36,63,52,28,52,61,52,43,73,85,52,17,28,60,85,39,32,33,51,66,11,90,12,29,83,65,13,13,23,21,28,13,45,36,72,30,31,29,60,52,24,9,90,34,87,66,5,35,90,84,43,86,19,89,89,8,68,83,36,78,89,50,39,49,71,56,59,49,74,71,19,62,17,62,12,67,56,56,48,57,16,53,29,66,57,40,41,23,67,16,74,56,66,57,35,14,40,26,19,86,57,88,83,81,53,41,18,26,59,73,25,69,35,52,58,66,18,20,24,42,15,31,62,35,30,25,57,21,84,66,52,38,68,84,29,38,26,60,58,73,42,20,40,59,74,48,33,18,17,40,5,6,5,39,43,40,63,21,13,25,17,28,18,22,79,59,33,67,77,50,24,39,9,43,65,88,88,58,23,70,55,61,8,69,87,77,64,23,6,81,5,10,42,14,84,65,81,46,10,26,29,90,39,21,87,25,45,36,75,36,6,11,57,39,58,46,48,15,58,30,57,87,79,43,20,31,54,57,13,23,66,24,66,38,45,31,12,56,13,42,76,56,14,53,76,25,15,33,69,51,58,68,55,89,62,40,72,25,47,49,8,84,13,64,81,34,36,84,72,76,63,9
12,35,82,45,19,38,29,31,87,85,83,30,76,58,32,72,19,47,58,19,88,23,29,32,45,44,43,72,32,31,49,83,62,25,84,85,10,23,6,36,81,18,42,64,50,5,8,50,10,40,37,61,30,79,18,17,71,37,50,78,14,75,83,32,48,69,82,56,70,12,23,16,41,13,64,31,39,39,85,54,23,66,12,39,60,45,40,39,37,68,67,13,16,62,45,68,62,56,55,26,18,55,58,9,14,89,60,90,89,65,32,23,67,76,15,39,21,81,37,82,60,25,16,16,80,51,32,88,69,87,8,72,80,59,51,87,17,34,45,40,46,37,90,38,8,36,20,72,63,52,24,28,88,89,61,67,16,44,58,22,42,9,89,85,27,26,22,75,16,35,64,50,59,13,52,49,84,32,63,54,67,83,85,37,11,29,36,9,38,55,41,83,67,41,10,24,10,89,83,12,54,5,88,24,21,54,66,23,84,57,70,28,11,19,15,72,81,68,55,14,10,20,38,22,13,56,37,56,30,59,58,28,8,30,37,87,85,61,14,18,87,30,36,72,18,56,65,70,88,10,34,81,72,57,52,54,78,61,83,11,9,26,53,68,76,45,9,23,79,40,21,30,7,40,55,30,7,75,32,82,36,20,14,86,46,66,5,31,37,45,76,76,67,20,82,6,24,17,50,60,56,72,46,34,60,24,56,59,28,7,45,33,16,53,19,63,49,48,89,40,90,70,16,51,33,71,89,86,5,27,76,33,63,86,14,54,58,12,62,50,69,43,8,45,90,28,30,26,10,41,48,30,42,85,83,29,84,8,24,25,22,24,31,10,26,23,87,45,24,26,10,39,51,40,29
